CustomerID,LookalikeCustomerID,SimilarityScore
C0040,C0125,0.9999742197108337
C0040,C0063,0.9999683291049747
C0041,C0141,0.9999982463379522
C0041,C0044,0.9999960908890703
C0041,C0172,0.9999957995041187
C0042,C0135,0.9999980746041636
C0042,C0139,0.9999952914553557
C0042,C0174,0.9999913423449548
C0043,C0071,0.9997222647233109
C0043,C0009,0.9994693961070339
C0043,C0014,0.9994063369705707
C0044,C0072,0.9999970984635908
C0044,C0041,0.9999960908890703
C0044,C0141,0.9999929518760087
C0045,C0158,0.9999973836463579
C0045,C0053,0.9999961037960253
C0045,C0108,0.9999957614156204
C0046,C0117,0.9999994215788406
C0046,C0138,0.9999982289566994
C0046,C0105,0.9999977439748464
C0047,C0075,0.9999991555738988
C0047,C0036,0.9999969651676092
C0047,C0099,0.9999964409437678
C0048,C0066,0.999996740292545
C0048,C0115,0.9999931127021247
C0048,C0154,0.9999925370507684
C0049,C0146,0.9999887224953238
C0049,C0072,0.9999795439868586
C0049,C0044,0.999972357834383
C0050,C0099,0.9999975950282814
C0050,C0075,0.9999973478806696
C0050,C0047,0.999996439338295
C0051,C0194,0.9999983764611051
C0051,C0156,0.9999975402249626
C0051,C0126,0.9999895201331233
C0052,C0100,0.9999971160523404
C0052,C0185,0.9999970439768451
C0052,C0110,0.999996230067275
C0053,C0109,0.9999967008614217
C0053,C0045,0.9999961037960253
C0053,C0158,0.9999954643343171
C0054,C0138,0.9999990013050216
C0054,C0105,0.9999985349978827
C0054,C0117,0.9999984494142741
C0055,C0018,0.9999988550546185
C0055,C0065,0.999998786789878
C0055,C0039,0.9999978056471912
C0056,C0006,0.9999978952652863
C0056,C0008,0.9999959475262308
C0056,C0127,0.9999945164969515
C0057,C0143,0.9999984808056608
C0057,C0059,0.9999980076895556
C0057,C0013,0.999998005578135
C0058,C0128,0.9970210946265634
C0058,C0130,0.9968565751602255
C0058,C0198,0.9942000237915269
C0059,C0143,0.9999982533919999
C0059,C0057,0.9999980076895556
C0059,C0013,0.9999979091051864
C0060,C0180,0.9966929802182054
C0060,C0097,0.9700485779756398
C0060,C0083,0.8877267911133662
C0061,C0118,0.9999937702811487
C0061,C0123,0.9999917547936055
C0061,C0074,0.9999909320379072
C0062,C0112,0.9999845003284102
C0062,C0010,0.9998295073960601
C0062,C0166,0.9997982116524751
C0063,C0125,0.9999965753066875
C0063,C0079,0.9999904680883054
C0063,C0040,0.9999683291049747
C0064,C0090,0.9999982186460683
C0064,C0068,0.9999946875542522
C0064,C0089,0.999992668528884
C0065,C0055,0.999998786789878
C0065,C0039,0.9999985501956058
C0065,C0018,0.9999983948893072
C0066,C0048,0.999996740292545
C0066,C0046,0.9999953720235383
C0066,C0117,0.9999946773781493
C0067,C0188,0.9999988785677797
C0067,C0189,0.999998330326956
C0067,C0102,0.9999982896435506
C0068,C0090,0.9999970166790437
C0068,C0075,0.9999950591053334
C0068,C0064,0.9999946875542522
C0069,C0173,0.999994910914513
C0069,C0169,0.9999940251475843
C0069,C0031,0.999993670545052
C0070,C0161,0.9999967993047064
C0070,C0147,0.9999965150919741
C0070,C0019,0.9999857408813013
C0071,C0014,0.9999343668862092
C0071,C0043,0.9997222647233109
C0071,C0009,0.9984276604432729
C0072,C0044,0.9999970984635908
C0072,C0041,0.9999930462729185
C0072,C0141,0.9999909361358917
C0073,C0159,0.9999887826375009
C0073,C0094,0.9999824889522867
C0073,C0005,0.9999716624636987
C0074,C0118,0.9999987476781569
C0074,C0123,0.9999962614185439
C0074,C0027,0.9999942015166353
C0075,C0047,0.9999991555738988
C0075,C0036,0.999998292080351
C0075,C0099,0.9999980588511354
C0076,C0171,0.999993491169133
C0076,C0165,0.9999911056285659
C0076,C0168,0.9999890162699724
C0077,C0029,0.999947855121199
C0077,C0121,0.9999389686858644
C0077,C0095,0.9998941078108462
C0078,C0126,0.9999992001758117
C0078,C0026,0.9999944206396569
C0078,C0136,0.999993646231423
C0079,C0125,0.9999929277671076
C0079,C0063,0.9999904680883054
C0079,C0020,0.9999713906365593
C0080,C0160,0.9999974737418968
C0080,C0197,0.9999938360772382
C0080,C0019,0.9999393232353873
C0081,C0177,0.9999985358676525
C0081,C0183,0.9999972188298911
C0081,C0024,0.9999951298327909
C0082,C0096,0.9999980098027441
C0082,C0145,0.9999978633511141
C0082,C0181,0.9999977571873531
C0083,C0150,0.9995419437611565
C0083,C0033,0.9962508801792122
C0083,C0198,0.987364231499782
C0084,C0028,0.9999975059629846
C0084,C0098,0.9999963796226825
C0084,C0055,0.9999938597080114
C0085,C0116,0.9999979529970402
C0085,C0035,0.9999940584044308
C0085,C0087,0.999987117032406
C0086,C0027,0.9999936310881439
C0086,C0074,0.9999804423347666
C0086,C0118,0.9999751086185005
C0087,C0035,0.9999978215701919
C0087,C0013,0.9999974366446145
C0087,C0059,0.9999945736414176
C0088,C0106,0.9999981515563047
C0088,C0184,0.9999981270188564
C0088,C0042,0.9999735577636342
C0089,C0148,0.9999960919347542
C0089,C0003,0.9999948868486738
C0089,C0064,0.999992668528884
C0090,C0064,0.9999982186460683
C0090,C0068,0.9999970166790437
C0090,C0036,0.9999913635845847
C0091,C0162,0.9999954333033737
C0091,C0153,0.9999864413709251
C0091,C0011,0.9999533139531532
C0092,C0190,0.9999981482176803
C0092,C0026,0.9999854064275091
C0092,C0078,0.9999810163655898
C0093,C0187,0.9999964871366186
C0093,C0124,0.9999961467467721
C0093,C0111,0.9999952489629843
C0094,C0032,0.9999896907858097
C0094,C0073,0.9999824889522867
C0094,C0159,0.9999600459619233
C0095,C0077,0.9998941078108462
C0095,C0121,0.9997720794118844
C0095,C0029,0.9997608105498772
C0096,C0082,0.9999980098027441
C0096,C0181,0.9999978840096091
C0096,C0145,0.9999948397469225
C0097,C0083,0.9729582244552766
C0097,C0060,0.9700485779756398
C0097,C0150,0.9655450615546339
C0098,C0028,0.999998425984229
C0098,C0084,0.9999963796226825
C0098,C0195,0.9999958230627557
C0099,C0036,0.9999981435770959
C0099,C0075,0.9999980588511354
C0099,C0050,0.9999975950282814
C0100,C0185,0.9999992474643836
C0100,C0188,0.9999971170144023
C0100,C0052,0.9999971160523404
C0101,C0017,0.9999987559795309
C0101,C0137,0.9999977388028942
C0101,C0008,0.9999961398147523
C0102,C0067,0.9999982896435506
C0102,C0189,0.9999979172354271
C0102,C0188,0.9999971398443571
C0103,C0134,0.9999957421604108
C0103,C0199,0.9999907715026891
C0103,C0132,0.9999661521480655
C0104,C0175,0.9999991123872906
C0104,C0149,0.9999953513088302
C0104,C0178,0.9999924467295881
C0105,C0117,0.9999990139730691
C0105,C0054,0.9999985349978827
C0105,C0046,0.9999977439748464
C0106,C0088,0.9999981515563047
C0106,C0184,0.9999971840053805
C0106,C0042,0.9999764821441687
C0107,C0122,0.9999965770668284
C0107,C0113,0.9999964229990829
C0107,C0164,0.9999951322908524
C0108,C0158,0.9999990772967378
C0108,C0045,0.9999957614156204
C0108,C0053,0.9999929813447901
C0109,C0053,0.9999967008614217
C0109,C0045,0.9999877126401711
C0109,C0158,0.9999872607490145
C0110,C0052,0.999996230067275
C0110,C0100,0.9999941372491646
C0110,C0185,0.999992727672357
C0111,C0093,0.9999952489629843
C0111,C0143,0.9999910504082586
C0111,C0057,0.9999895538510691
C0112,C0062,0.9999845003284102
C0112,C0131,0.9998624060168492
C0112,C0010,0.9997453095314055
C0113,C0122,0.9999973693772487
C0113,C0164,0.999997065516295
C0113,C0107,0.9999964229990829
C0114,C0054,0.9999958927936381
C0114,C0138,0.9999930314412547
C0114,C0105,0.9999916652815062
C0115,C0154,0.999999157455772
C0115,C0039,0.9999976885915717
C0115,C0018,0.9999971610210295
C0116,C0085,0.9999979529970402
C0116,C0035,0.9999890599345503
C0116,C0146,0.9999787671507396
C0117,C0046,0.9999994215788406
C0117,C0105,0.9999990139730691
C0117,C0054,0.9999984494142741
C0118,C0074,0.9999987476781569
C0118,C0123,0.9999981290203027
C0118,C0061,0.9999937702811487
C0119,C0007,0.9999942921125988
C0119,C0015,0.999985657920224
C0119,C0038,0.9999765078397521
C0120,C0140,0.9999936116541094
C0120,C0152,0.9999930787213197
C0120,C0088,0.9999578910942891
C0121,C0029,0.9999884933732154
C0121,C0002,0.9999567212133877
C0121,C0077,0.9999389686858644
C0122,C0164,0.9999991536408473
C0122,C0113,0.9999973693772487
C0122,C0107,0.9999965770668284
C0123,C0118,0.9999981290203027
C0123,C0074,0.9999962614185439
C0123,C0061,0.9999917547936055
C0124,C0093,0.9999961467467721
C0124,C0187,0.9999951742728953
C0124,C0012,0.9999945547415198
C0125,C0063,0.9999965753066875
C0125,C0079,0.9999929277671076
C0125,C0040,0.9999742197108337
C0126,C0078,0.9999992001758117
C0126,C0026,0.9999951487454057
C0126,C0136,0.9999941503305206
C0127,C0006,0.9999967849065466
C0127,C0056,0.9999945164969515
C0127,C0081,0.9999930767744399
C0128,C0014,0.9978792392140308
C0128,C0071,0.9971372100122889
C0128,C0058,0.9970210946265634
C0129,C0200,0.9999966790393401
C0129,C0155,0.9999943527363093
C0129,C0021,0.9999935316600639
C0130,C0198,0.9995905002959812
C0130,C0058,0.9968565751602255
C0130,C0033,0.9947940559482965
C0131,C0112,0.9998624060168492
C0131,C0062,0.9997929766873009
C0131,C0095,0.9994048779468
C0132,C0199,0.9999807451919253
C0132,C0103,0.9999661521480655
C0132,C0134,0.9999642410488877
C0133,C0193,0.9999882113234336
C0133,C0179,0.9999509775385472
C0133,C0020,0.9999387871128079
C0134,C0103,0.9999957421604108
C0134,C0199,0.9999896696615506
C0134,C0132,0.9999642410488877
C0135,C0139,0.9999984193426779
C0135,C0042,0.9999980746041636
C0135,C0174,0.9999967631136063
C0136,C0126,0.9999941503305206
C0136,C0078,0.999993646231423
C0136,C0026,0.9999918702094259
C0137,C0017,0.9999989418036117
C0137,C0101,0.9999977388028942
C0137,C0008,0.9999941718830025
C0138,C0054,0.9999990013050216
C0138,C0117,0.9999982891722873
C0138,C0046,0.9999982289566994
C0139,C0174,0.9999984818322456
C0139,C0135,0.9999984193426779
C0139,C0042,0.9999952914553557
C0140,C0120,0.9999936116541094
C0140,C0152,0.9999852317778342
C0140,C0086,0.9999709738948817
C0141,C0041,0.9999982463379522
C0141,C0156,0.9999948555216545
C0141,C0194,0.9999937146538278
C0142,C0167,0.9999957743384823
C0142,C0034,0.999995038187061
C0142,C0004,0.999994344111737
C0143,C0057,0.9999984808056608
C0143,C0059,0.9999982533919999
C0143,C0013,0.9999977851024768
C0144,C0056,0.9999944502981333
C0144,C0008,0.9999942629674332
C0144,C0006,0.9999938310666155
C0145,C0082,0.9999978633511141
C0145,C0181,0.9999962908046635
C0145,C0096,0.9999948397469225
C0146,C0049,0.9999887224953238
C0146,C0044,0.999981136682057
C0146,C0116,0.9999787671507396
C0147,C0161,0.9999989857427772
C0147,C0070,0.9999965150919741
C0147,C0019,0.9999802593380673
C0148,C0021,0.9999983588377879
C0148,C0003,0.9999981615583643
C0148,C0089,0.9999960919347542
C0149,C0104,0.9999953513088302
C0149,C0037,0.9999934720294741
C0149,C0175,0.999993316602691
C0150,C0083,0.9995419437611565
C0150,C0033,0.9983922255146881
C0150,C0198,0.9916979532937642
C0151,C0152,0.9998587460354136
C0151,C0106,0.999855952026386
C0151,C0184,0.9998422744217259
C0152,C0120,0.9999930787213197
C0152,C0140,0.9999852317778342
C0152,C0184,0.9999731637711475
C0153,C0091,0.9999864413709251
C0153,C0162,0.9999856930624784
C0153,C0179,0.9999652237910143
C0154,C0039,0.9999993070661343
C0154,C0115,0.999999157455772
C0154,C0065,0.9999982051971195
C0155,C0200,0.9999980952528947
C0155,C0129,0.9999943527363093
C0155,C0145,0.9999918802117685
C0156,C0194,0.9999990971085136
C0156,C0051,0.9999975402249626
C0156,C0141,0.9999948555216545
C0157,C0196,0.999992744330671
C0157,C0122,0.9999923501578215
C0157,C0164,0.9999923475476146
C0158,C0108,0.9999990772967378
C0158,C0045,0.9999973836463579
C0158,C0053,0.9999954643343171
C0159,C0005,0.9999921319550306
C0159,C0073,0.9999887826375009
C0159,C0176,0.9999606206220174
C0160,C0080,0.9999974737418968
C0160,C0197,0.9999931440406091
C0160,C0019,0.9999533389923312
C0161,C0147,0.9999989857427772
C0161,C0070,0.9999967993047064
C0161,C0019,0.9999775213687347
C0162,C0091,0.9999954333033737
C0162,C0153,0.9999856930624784
C0162,C0011,0.9999737299842877
C0163,C0170,0.9999974011406975
C0163,C0016,0.9999921190376394
C0163,C0050,0.9999893818728929
C0164,C0122,0.9999991536408473
C0164,C0113,0.999997065516295
C0164,C0196,0.999996101405031
C0165,C0168,0.9999962827707499
C0165,C0171,0.9999939754028209
C0165,C0076,0.9999911056285659
C0166,C0176,0.9999891347723702
C0166,C0010,0.99998145637169
C0166,C0005,0.9999756615037821
C0167,C0178,0.9999981824382972
C0167,C0004,0.9999968080694094
C0167,C0034,0.9999958822496676
C0168,C0165,0.9999962827707499
C0168,C0004,0.999992362485968
C0168,C0171,0.9999919854269967
C0169,C0173,0.9999991872756642
C0169,C0031,0.9999978643337867
C0169,C0030,0.9999961285218452
C0170,C0016,0.9999981433777838
C0170,C0163,0.9999974011406975
C0170,C0022,0.9999927660072782
C0171,C0165,0.9999939754028209
C0171,C0076,0.999993491169133
C0171,C0168,0.9999919854269967
C0172,C0041,0.9999957995041187
C0172,C0044,0.9999916153000588
C0172,C0141,0.9999906338802615
C0173,C0169,0.9999991872756642
C0173,C0031,0.9999988025579574
C0173,C0069,0.999994910914513
C0174,C0139,0.9999984818322456
C0174,C0135,0.9999967631136063
C0174,C0042,0.9999913423449548
C0175,C0104,0.9999991123872906
C0175,C0178,0.9999943252503897
C0175,C0149,0.999993316602691
C0176,C0010,0.9999909766401276
C0176,C0166,0.9999891347723702
C0176,C0005,0.9999782818287117
C0177,C0081,0.9999985358676525
C0177,C0183,0.9999975279328438
C0177,C0191,0.9999952568968694
C0178,C0167,0.9999981824382972
C0178,C0175,0.9999943252503897
C0178,C0034,0.9999937127268055
C0179,C0153,0.9999652237910143
C0179,C0133,0.9999509775385472
C0179,C0091,0.9999441070775844
C0180,C0060,0.9966929802182054
C0180,C0097,0.9471227557289893
C0180,C0083,0.8474152196598764
C0181,C0096,0.9999978840096091
C0181,C0082,0.9999977571873531
C0181,C0145,0.9999962908046635
C0182,C0114,0.9999804949419284
C0182,C0054,0.9999596835600143
C0182,C0138,0.999954966271304
C0183,C0177,0.9999975279328438
C0183,C0081,0.9999972188298911
C0183,C0022,0.9999954629865903
C0184,C0088,0.9999981270188564
C0184,C0106,0.9999971840053805
C0184,C0042,0.9999761769838839
C0185,C0100,0.9999992474643836
C0185,C0188,0.9999976749090839
C0185,C0052,0.9999970439768451
C0186,C0040,0.9999911999093705
C0186,C0001,0.999964774156092
C0186,C0125,0.99995747249653
C0187,C0057,0.9999974846694024
C0187,C0093,0.9999964871366186
C0187,C0143,0.9999957062325854
C0188,C0067,0.9999988785677797
C0188,C0185,0.9999976749090839
C0188,C0189,0.999997541107552
C0189,C0067,0.999998330326956
C0189,C0102,0.9999979172354271
C0189,C0188,0.999997541107552
C0190,C0092,0.9999981482176803
C0190,C0026,0.9999856823403752
C0190,C0078,0.9999819634365112
C0191,C0024,0.9999979563731509
C0191,C0177,0.9999952568968694
C0191,C0016,0.9999948763194884
C0192,C0032,0.9999764316383839
C0192,C0094,0.9999580889679225
C0192,C0073,0.999913897814353
C0193,C0133,0.9999882113234336
C0193,C0020,0.99995393634835
C0193,C0179,0.9999265289086575
C0194,C0156,0.9999990971085136
C0194,C0051,0.9999983764611051
C0194,C0141,0.9999937146538278
C0195,C0012,0.9999986466927775
C0195,C0028,0.9999962301663197
C0195,C0098,0.9999958230627557
C0196,C0164,0.999996101405031
C0196,C0122,0.999995092700951
C0196,C0157,0.999992744330671
C0197,C0080,0.9999938360772382
C0197,C0160,0.9999931440406091
C0197,C0019,0.9999510859673616
C0198,C0130,0.9995905002959812
C0198,C0033,0.9972931647103029
C0198,C0058,0.9942000237915269
C0199,C0103,0.9999907715026891
C0199,C0134,0.9999896696615506
C0199,C0132,0.9999807451919253
C0200,C0155,0.9999980952528947
C0200,C0129,0.9999966790393401
C0200,C0145,0.9999926190239852
